

Name,"Sale Price"
"کارتریج تاگبوت TUGBOAT CARTRIDGE - 0.8 اهم",450000
"کارتریج اسموک انفیکس SMOK NFIX CARTRIDGE - 0.8 اهم",302500
"کارتریج اسموک ایگی پرو SMOK IGEE PRO CARTRIDGE - 0.9 اهم",344800
"کارتریج خالی اسموک انفیکس پرو SMOK NFIX PRO EMPTY CARTRIDGE",338800
"کارتریج خالی اسموک آر پی ام سی SMOK RPM C EMPTY CARTRIDGE",429500
"کارتریج خالی اسموک نورد 2 آر پی ام SMOK NORD 2 RPM EMPTY CARTRIDGE",223800
"کارتریج خالی اسموک نورد 4 SMOK NORD 4 EMPTY CARTRIDGE",381100
"کارتریج خالی اسموک نورد 50 وات SMOK NORD 50W EMPTY CARTRIDGE",393200
"کارتریج خالی اسموک نوا 4 SMOK NOVA 4 EMPTY CARTRIDGE",332700
"کارتریج اسموک نوا مستر SMOK NOVA MASTER CARTRIDGE",363000
"کویل اسموک ال پی 1 SMOK LP1 COIL - 0.8 اهم",278300
"کویل اسموک آر پی ام 3 SMOK RPM 3 COIL - 0.15 اهم",266200
"کویل اسموک آر پی ام SMOK RPM COIL - 0.3 اهم",254100
"کویل اسموک نورد SMOK NORD COIL - 0.6 اهم",254100
"کارتریج اوکسوا نکسلیم OXVA NEXLIM CARTRIDGE - 0.6 اهم",387200
"کارتریج اوکسوا اکسلیم OXVA XLIM CARTRIDGE - 0.4 اهم",344800
"کویل یو بی اولترا لاست ویپ LOSTVAPE UB ULTRA COIL - 0.2 اهم",223800
"کویل یو بی لایت لاست ویپ LOSTVAPE UB LITE COIL - 0.3 اهم",295000
"کویل یو بی مکس لاست ویپ LOSTVAPE UB MAX COIL - 0.15 اهم",335000
"کویل یو بی پرو لاست ویپ LOSTVAPE UB PRO COIL - 0.15 اهم",330000
"کویل یو بی مینی لاست ویپ LOSTVAPE UB MINI COIL - 0.6 اهم",254100
"کارتریج اورسا ای پلاس لاست ویپ LOSTVAPE URSA E-PLUS CARTRIDGE - 0.3 اهم",387200
"کارتریج خالی اورسا نانو لاست ویپ LOSTVAPE URSA NANO EMPTY CARTRIDGE",344800
"کارتریج خالی اورسا مینی لاست ویپ LOSTVAPE URSA MINI EMPTY CARTRIDGE",375100
"کارتریج اورسا لاست ویپ سری جدید LOSTVAPE URSA CARTRIDGE - 0.6 اهم",350900
"کویل سری زد Z گیک ویپ GEEKVAPE Z SERIES COIL - 0.15 اهم",290400
"کویل سری پی P گیک ویپ GEEKVAPE P SERIES COIL - 0.2 اهم",266200
"کویل سری جی G گیک ویپ GEEKVAPE G SERIES COIL - 0.6 اهم",229900
"کویل سری بی B گیک ویپ GEEKVAPE B SERIES COIL - 0.2 اهم",266200
"کارتریج خالی بی 60 گیک ویپ GEEKVAPE B60 EMPTY CARTRIDGE",417400
"کارتریج خالی بی 100 گیک ویپ GEEKVAPE B100 EMPTY CARTRIDGE",435600
"کارتریج خالی کرون بی یوول UWELL CROWN B EMPTY CARTRIDGE",344800
"کارتریج ایجیس 1 گیک ویپ GEEKVAPE AEGIS 1 CARTRIDGE - 0.8 اهم",418000
"کارتریج ونکس کیو جدید گیک ویپ GEEKVAPE WENAX Q CARTRIDGE - 0.4 اهم",350900
"کارتریج ونکس کی 1 گیک ویپ GEEKVAPE WENAX K1 CARTRIDGE - 0.8 اهم",302500
"کارتریج ونکس اچ 1 گیک ویپ GEEKVAPE WENAX H1 CARTRIDGE - 0.7 اهم",302500
"کارتریج ونکس ام 1 گیک ویپ GEEKVAPE WENAX M1 CARTRIDGE",314600
"کارتریج ساندر یو گیک ویپ GEEKVAPE SONDER U CARTRIDGE - 0.7 اهم",326700
"کارتریج ساندر کیو گیک ویپ GEEKVAPE SONDER Q CARTRIDGE - 0.6 اهم",326700
"کارتریج اسپایر سایبر ایکس ASPIRE CYBER X CARTRIDGE - 0.8 اهم",387200
"کارتریج اسپایر پیکسو ASPIRE PIXO CARTRIDGE - 0.4 اهم",387200
"کارتریج ویمت ووپو VOOPOO VEMATE CARTRIDGE - 0.4 اهم",363000
"کارتریج ووپو روتا VOOPOO ROTA CARTRIDGE - 1.0 اهم",205700
"کارتریج خالی ووپو پی ان پی VOOPOO PNP EMPTY CARTRIDGE - MTL(دهان به ریه) 2 میلی لیتر",411400
"کارتریج ووپو آرگاس VOOPOO ARGUS CARTRIDGE",363000
"کویل ووپو پی ان پی آر بی ای VOOPOO PNP RBA COILS - 0.6 اهم",580800
"کویل ووپو پی ان پی VOOPOO PNP COILS - 0.15 اهم",254100
"کارتریج خالی ویپرسو جی تی ایکس پاد 26 VAPORESSO GTX POD 26 EMPTY CARTRIDGE",375100
"کارتریج خالی ویپرسو پی ایکس 80 VAPORESSO PX80 EMPTY CARTRIDGE",477900
"گلس آی تانک تی ویپرسو VAPORESSO ITANK T GLASS",254100
"کویل ویپرسو GT جی تی VAPORESSO GT COIL - 0.15 اهم",254100
"کارتریج ویپرسو اکو نانو VAPORESSO ECO NANO CARTRIDGE - 0.6 اهم",387200
"کارتریج ویپرسو اکسراس VAPORESSO XROS CARTRIDGE",363000
"کارتریج خالی ویپرسو لوکس ایکس آر VAPORESSO LUXE XR EMPTY CARTRIDGE",387200
"کارتریج ویپرسو لوکس ایکس VAPORESSO LUXE X CARTRIDGE - 0.3 اهم",393200
"کارتریج ویپرسو زیرو 2 VAPORESSO ZERO 2 CARTRIDGE - 1.0 اهم",387200
"کارتریج ویپرسو لوکس کیو سری جدید VAPORESSO LUXE Q NEW CARTRIDGE - 0.6 اهم",350900
"کارتریج ویپرسو لوکس کیو سری قدیم VAPORESSO LUXE Q OLD CARTRIDGE - 1.0 اهم",314600
"کارتریج ویپرسو اوسمال VAPORESSO OSMALl CARTRIDGE - 1.2 اهم",332700
"کویل ویپرسو GTI جی تی آی VAPORESSO GTI COIL - 0.2 اهم",266200
"کویل ویپرسو GTX جی تی ایکس VAPORESSO GTX COIL - 0.15 اهم",254100
"کارتریج کالیبرن تریپاد یوول UWELL CALIBURN TRIPOD CARTRIDGE - 0.9 اهم",302500
"کویل یوول کالیبرن پی ای UWELL CALIBURN PA COIL - 0.3 اهم",242000
"کارتریج خالی کالیبرن کوکو پرایم یوول UWELL CALIBURN KOKO PRIME EMPTY CARTRIDGE",308500
"کارتریج خالی کالیبرن G2 یوول UWELL CALIBURN G2 EMPTY CARTRIDGE",326700
"کارتریج خالی کالیبرن آیرون فیست ال یوول UWELL CALIBURN IRONFIST L EMPTY CARTRIDGE",356900
"کارتریج خالی کالیبرن اکسپلورر یوول UWELL CALIBURN EXPLORER EMPTY CARTRIDGE",332700
"کارتریج کالیبرن A3 و A3S یوول UWELL CALIBURN A3 & A3S CARTRIDGE - 0.8 اهم",332700
"کارتریج کالیبرن A2 و A2S یوول UWELL CALIBURN A2 & A2S CARTRIDGE - 0.9 اهم",340000
"کویل یوول G2 جی 2 UWELL G2 COIL - 1.0 اهم",242000
"کارتریج کالیبرن جی پی پی یوول UWELL CALIBURN GPP CARTRIDGE - 0.4 اهم",363000
"اکسراس نانو 4 ویپرسو | POD XROS NANO 4 VAPORESSO - مشکی",2985000
"ویپ جن پی تی 60 ویپرسو | VAPE GEN PT60 VAPORESSO - سبز",2788200
"پاد اسموک تک 247 | SMOK TECH 247 - مشکی",2195300
"ویپ آرمور اس 100 ویپرسو | VAPE ARMOUR S 100 VAPORESSO - مشکی",6080000
"پاد کالیبرن جی 3 لایت یوول | POD Caliburn G3 LITE Uwell - بنفش",1364600
"پاد کالیبرن جی 3 لایت کوکو یوول | POD Caliburn G3 LITE KOKO Uwell - مشکی",1424000
"ساندر کیو لایت گیک ویپ پاد سیستم | POD SONDER Q LITE GEEKVAPE - قرمز",949400
"پاد سیستم اکسوا کلاسیک ادیشن | POD OXVA CLASSIC EDITION - گان متال",1957900
"پاد اکسوا اکسلیم اس کیو پرو | POD OXVA XLIM SQ PRO - قهوه ای",2313900
"پاد سیستم ونکس ام 1 گیک ویپ | POD WENAX M1 GEEKVAPE - سیلور SS",1127300
"پاد اورسا نانو اس لاست ویپ | POD URSA NANO S LOST VAPE - مشکی",1162900
"پاد سیستم کالیبرن ای 3 یوول | POD SYSTEM Caliburn A3 Uwell - سیلور",1518900
"پاد ماد کالیبرن جی 3 پرو کوکو یوول | PODMOD Caliburn G3 PRO KOKO Uwell - مشکی",2509500
"پاد اورسا نانو لاست ویپ | POD URSA NANO LOST VAPE - آبی صورتی",1601900
"کالیبرن جی 3 یوول پاد سیستم | POD SYSTEM Caliburn G3 Uwell - سبز",1837500
"پاد سیستم اکو نانو ویپرسو | POD ECO NANO VAPORESSO - زرد طرح دار",1068000
"ویپ آرگاس پرو ووپو | VAPE VOOPOO ARGUS PRO - طلایی سبز",3618800
"پاد ماد تلما الیت لاست ویپ پاد | PODMOD THELEMA ELITE 40 LOST VAPE - قهوه ای",2551000
"پاد ماد اسپایر پیکسو | PODMOD ASPIRE PIXO - مشکی",3061200
"پاد سیستم اکسوا گو | POD OXVA GO - مشکی",1518900
"پاد سیستم لوکس کیو 2 اس ای ویپرسو | POD LUXE Q2 SE VAPORESSO - سفید",1518900
"پاد سیستم کالیبرن ای زد 3 یوول | POD SYSTEM Caliburn AZ3 Uwell - قرمز",1637500
"کالیبرن جی 2 یوول پاد سیستم | POD SYSTEM Caliburn G2 Uwell - گان متال",1756200
"پاد سیستم لوکس کیو 2 ویپرسو | POD LUXE Q2 VAPORESSO - مشکی",2076600
"پاد اورسا نانو آرت لاست ویپ | POD URSA NANO ART LOST VAPE - زرد آبی طرح دار",889900
"پاد سیستم اکسراس 3 ویپرسو | POD XROS 3 VAPORESSO - صورتی",1957900
"پاد اورسا بیبی 3 لاست ویپ | POD URSA BABY 3 LOST VAPE - طوسی چوبی",1869000
"پاد ماد لوکس ایکس پرو ویپرسو | PODMOD LUXE X PRO VAPORESSO - زرد",2942600
"پاد سیستم یوول کالیبرن کوکو تنت | POD Caliburn KOKO TENET UWELL - مشکی قرمز",1874800
"پاد سیستم کالیبرن جی کی 2 ویژن یوول | POD SYSTEM Caliburn GK2 VISION Uwell - صورتی",1659000
"پاد یوول کالیبرن کوکو پرایم | POD SYSTEM UWELL Caliburn KOKO PRIME - آبی",1601900
"پاد اورسا نانو پرو 2 لاست ویپ | POD URSA NANO PRO 2 LOST VAPE - صورتی",2230900
"یوول کالیبرن ای 2 اس پاد سیستم | POD SYSTEM Caliburn A2S Uwell - طلایی",1068000
"پاد سیستم ونکس کیو گیک ویپ | POD WENAX Q GEEKVAPE - مشکی",1756200
"یوول کالیبرن ایکس پاد سیستم | POD SYSTEM Caliburn X UWELL - صورتی بنفش",1661300
"پاد سیستم درگ نانو 2 ووپوو | POD SYSTEM VOOPOO DRAG NANO 2 - نارنجی Orange",1839200
"پاد ماد آرگاس جی 2 ووپو | POD VOOPOO ARGUS G2 - سفید",2432400
"پاد اسموک پرو پاد جی تی | SMOK PRO POD GT - مشکی",1993600
"اسموک نوو مستر باکس | POD SMOK NOVO MASTER BOX - سیلور کربنی",1863000
"پاد اسپایر سایبر ایکس | POD ASPIRE CYBER X - گان متال",2313900
"پاد اورسا نانو اس 2 لاست ویپ | POD URSA NANO S2 LOST VAPE - مشکی",1422700
"اورسا پاکت لاست ویپ پاد | POD URSA POCKET LOST VAPE - آبی یخی",2230900
"کالیبرن جی زد 2 یوول پاد سیستم | POD SYSTEM Caliburn GZ2 Uwell - سیلور",1720600
"پاد سیستم آرگاس جی ووپوو | POD SYSTEM VOOPOO ARGUS G - آبی",1601900
"ویپ دیجی فلیور ایکس پی 77 | VAPE DIGIFLAVOR XP 77 - Gun Metal",3350000
"پاد سیستم ایجیس 1 اف سی گیک ویپ | POD AEGIS 1FC GEEKVAPE - پاریس",1756200
"پاد سیستم کالیبرن جی کی 2 یوول | POD SYSTEM Caliburn GK2 Uwell - قرمز",1601900
"پاد سیستم کالیبرن ای کا 3 یوول | POD SYSTEM Caliburn AK3 Uwell - سیلور",1518900
"پاد سیستم کالیبرن ای کا 2 یوول | POD SYSTEM Caliburn AK2 Uwell - مشکی",1400200
"پاد ماد گیک ویپ نانو 30 | POD MOD GEEKVAPE N30 AN2",2230700
"پاد سیستم لوکس کیو ویپرسو | POD LUXE Q VAPORESSO - قرمز چرمی",1518900
"پاد سیستم لوکس کیو اس ویپرسو | POD LUXE QS VAPORESSO - زرد سبز",1696900
"پاد سیستم ونکس اچ 1 گیک ویپ | POD WENAX H1 GEEKVAPE - زرد",1067900
"پاد ماد آرگاس ای ووپوو | POD MOD ARGUS A - سفید",2610400
"پاد سیستم ونکس کی 2 گیک ویپ | POD WENAX K2 GEEKVAPE - یاسی",1483200
"پاد سیستم دیجی یو دیجی فلیور | POD DIGIFLAVOR DIGI U - Spacegang Silver",1483200
"پاد ماد آرگاس پی 2 ووپوو | POD MOD VOOPOO ARGUS P2 - قهوه ای تیره",2468000
"پاد سیستم اسموک نوو مستر | POD SMOK NOVO MASTER - مشکی کربنی",1874700
"پاد سیستم اکسراس ویپرسو | POD XROS VAPORESSO - آبی طرح دار",1602100
"پاد اورسا بیبی لاست ویپ | POD URSA BABY LOST VAPE - Blue Clear",1518900
"پادماد اسموک اسکار پی 5 | SMOK SCAR P5 - رزین سیاه سفید Fluid Black White",2823900
"پاد اورسا بیبی 2 لاست ویپ | POD URSA BABY 2 LOST VAPE - Tech White",1637500
"پاد سیستم تاگبوت دیمون اس ای | POD SYSTEM TUGBOAT DIMON SE - آبی",1601900
"ویپ اسموک اسکار مینی | VAPE SMOK SCAR MINI - رزین سبز Green Wood",2942500
"پاد سیستم اکسراس نانو 3 ویپرسو | POD XROS NANO 3 VAPORESSO - آبی",1993500
"پاد سیستم اسموک ایگی پرو | POD SYSTEM SMOK IGEE PRO - قرمز طلایی Gold Red",1008700
"پاد سیستم زیرو 2 ویپرسو | POD SYSTEM ZERO 2 VAPORESSO - آبی و بنفش",1483300
"پاد سیستم آیرون فیست ال یوول | POD SYSTEM IRONFIST L UWELL - سفید",1578200
"پاد ماد یوول کرون بی | PODMOD UWELL CROWN B - مشکی",1708800
"پاد ماد اسموک نورد سی | POD MOD SMOK NORD C - سبز زرد",1874700
"پاد ماد لوکس ایکس آر مکس ویپرسو | POD MOD LUXE XR MAX VAPORESSO - مشکی",3885000
"پاد ماد اکسراس پرو ویپرسو | POD MOD XROS PRO VAPORESSO - سبز",2780000
"پاد سیستم تاگبوت دیمون پرو | POD SYSTEM TUGBOAT DIMON PRO - آبی",1874800
"پاد ماد گیک ویپ ابلیسک 65 اف سی | POD MOD GEEKVAPE OBELISK 65 FC AIO - Navy Blue",3061100
"پاد سیستم یوول اکسپلورر | POD SYSTEM UWELL EXPLORER - مشکی",1963500
"پاد سیستم ووپو آرگاس پی 1 اس | POD SYSTEM VOOPOO ARGUS P1S - Creed Black",1601900
"سیگار الکترونیکی اچ وان فاسل | E Cigarettes FASOUL H1 Heating Device - آبی",2350000
"سالت توکیو موز دراگون فروت سری ریمیکس (30میل) TOKYO BANANA DRAGON FRUITS REMIX SERIES",1070000
"سالت توکیو شاه توت سیاه سری ریمیکس (30میل) TOKYO BLACK BERRIES REMIX SERIES",1070000
"سالت توکیو گلابی یخ سری سوپر کول (30میل) TOKYO PEAR ICE SUPER COOL SERIES",1070000
"سالت توکیو پرتقال خونی سری سوپر کول (30میل) TOKYO BLOOD ORANGE SUPER COOL SERIES",1070000
"سالت توکیو لیموناد سری سوپر کول (30میل) TOKYO LEMONADE SUPER COOL SERIES",1070000
"سالت توکیو یاکولت (نوشیدنی ژاپنی) سوپر کول (30میل) TOKYO YAKULT SUPER COOL SERIES",1070000
"سالت توکیو زرد آلو یخ سری سوپر کول (30میل) TOKYO APRICOT SUPER COOL SERIES",1070000
"سالت توکیو نوشیدنی انرژی زا یخ سری سوپر کول (30میل) TOKYO ENERGY DRINK SUPER COOL SERIES",1070000
"سالت توکیو موز سری سوپر کول (30میل) TOKYO BANANA SUPER COOL SERIES",1070000
"سالت توکیو پاپایا سری سوپر کول (30میل) TOKYO PAPAYA SUPER COOL SERIES",1070000
"سالت توکیو گواوا سری سوپر کول (30میل) TOKYO GUAVA SUPER COOL SERIES",1070000
"سالت توکیو بلوبری وحشی سری سوپر کول (30میل) TOKYO WILD BLUEBERRY SUPER COOL SERIES",1070000
"سالت توکیو انبه سبز سری سوپر کول (30میل) TOKYO GREEN MANGO SUPER COOL SERIES",1070000
"سالت توکیو بمب هندوانه سری سوپر کول (30میل) TOKYO BURST WATERMELON SUPER COOL SERIES",1070000
"سالت توکیو رامبوتان سری سوپر کول (30میل) TOKYO RAMBUTAN SUPER COOL SERIES",1070000
"سالت توکیو شکلات نعنا سری سوپر کول (30میل) TOKYO CHOCOMINT SUPER COOL SERIES",1070000
"سالت توکیو انبه گرمسیری سری سوپر کول (30میل) TOKYO TROPICAL MANGO SUPER COOL SERIES",1070000
"سالت توکیو ملون ملودی سری سوپر کول (30میل) TOKYO MELON MELODY SUPER COOL SERIES",1070000
"سالت آناناس کیوی توکیو سری سوپر کول (30میل) TOKYO PINEAPPLE KIWI SUPER COOL SERIES",1070000
"سالت سیب و انگور سبز کلاسیک (30میل) TOKYO GREEN APPLE GRAPE GOLDEN SERIES",1070000
"سالت هندوانه یخ کلاسیک (30میل) TOKYO WATERMELON ICE CLASSIC SERIES",1070000
"سالت پیناکولادا یخ کلاسیک (30میل) TOKYO PINACOLADA ICE CLASSIC SERIES",1070000
"سالت نعنا یخ کلاسیک (30میل) TOKYO MINT ICE CLASSIC SERIES",1070000
"سالت انبه هلو یخ کلاسیک (30میل) TOKYO MANGO PEACH ICE CLASSIC SERIES",1070000
"سالت زغال اخته تمشک یخ کلاسیک (30میل) TOKYO CRANBERRY RASPBERRY ICE CLASSIC SERIES",1070000
"سالت توکیو بلوبری یخ کلاسیک (30میل) TOKYO BLUEBERRY ICE CLASSIC SERIES",1070000
"سالت توکیو توت فرنگی هندوانه یخ کلاسیک (30میل) TOKYO STRAWBERRY WATERMELON ICE CLASSIC SERIES",1070000
"سالت توکیو لیمو یخ کلاسیک (30میل) TOKYO LEMON ICE CLASSIC SERIES",1070000
"سالت توکیو انبه یخ کلاسیک (30میل) TOKYO MANGO ICE CLASSIC SERIES",1070000
"سالت توکیو گواوا هلو یخ سری کلاسیک (30میل) TOKYO GUAVA PEACH ICE CLASSIC SERIES",1070000
"سالت توکیو سیگار برگ سری تنباکویی (30میل) TOKYO DRY TOBACCO TOBACCO SERIES",1070000
"سالت توکیو ملون عسلی سری کریزی فروت (30میل) TOKYO HONEY MELON CRAZY FRUITS SERIES",1070000
"سالت توکیو گواوا یخ سری کریزی فروت (30میل) TOKYO GUAVA ICE CRAZY FRUITS SERIES",1070000
"سالت توکیو توت فرنگی کیوی یخ سری کلاسیک (30میل) TOKYO STRAWBERRY KIWI ICE CLASSIC SERIES",1070000
"سالت توکیو آقای موز سری کریزی (30میل) TOKYO MR BANANA CRAZY FRUITS SERIES",1070000
"سالت توکیو لیچی خوشمزه سری کریزی (30میل) TOKYO TASTY LYCHEE CRAZY FRUITS SERIES",1070000
"سالت توکیو پشن فروت یخ سری کریزی (30میل) TOKYO EXOTIC PASSION CRAZY FRUITS SERIES",1070000
"سالت توکیو میکس بری آجیل سری قلیانی (30میل) TOKYO NUTS BERRIES SHISHA SERIES",1070000
"سالت توکیو انبه پیتایا سری طلایی (30میل) TOKYO MANGO PITAYA GOLDEN SERIES",1070000
"سالت توکیو تنباکو میوه ای سری قلیانی (30میل) TOKYO FRUITY TOBACCO SHISHA SERIES",1070000
"سالت توکیو توت فرنگی انبه یخ سری کلاسیک (30میل) TOKYO STRAWBERRY MANGO ICE CLASSIC",1070000
"سالت توکیو اسمارتیز سری طلایی (30میل) TOKYO GOLDEN RAINBOW CANDY",1070000
"سالت سری قلیانی سیب میکس بری (30میل) SHISHA SERIES APPLE BERRIES",1070000
"سالت هلو یخ (30میل) TOKYO PEACH ICED",1070000
"سالت بلوبری هندوانه یخ (30میل) TOKYO ICED BLUEBERRY WATERMELON",1070000
"سالت کیک موز یخ توکیو (30میل) TOKYO ICED BANANA CAKE",1070000
"سالت اسپارکلینگ پانچ طلایی توکیو (30 میل) Tokyo Golden Sparkling Punch",1070000
"سالت گیلاس سودا یخ طلایی توکیو (30 میل) Tokyo Golden Cherry Soda ICE",1070000
"ایجویس تنباکو کاستارد وانیل رایپ ویپ E-JUICE RIPE VAPES VCT - 3 میلی گرم",736000
"ویپ سنتاروس ام200 لاست ویپ LOST VAPE CENTAURUS M200",5339200
"کارتریج کالیبرن جی 3 یوول UWELL CALIBURN G3 CARTRIDGE - 0.4 اهم",350000
"اتومایزر وندی ویپ برسکر مینی ورژن 2 ام تی ال VANDY VAPE BERSEKER BSKR MINI V2 MTL RTA - سیلور",3380000
"پاد یک بار مصرف وی 50 ایگنایت IGNITE V50 5000 DISPOSABLE POD",920000
"هیت سینک اسپینری Spinner Heat Sink - هفت رنگ",310000
"سیگار الکترونیکی ایلوما آی وان آیکاس IQOS ILUMA I ONE - قرمز",3980000
"ماد تارگت 80 ویپرسو Vaporesso Target 80 - سبز الماسی",3025500
